atomic_task_id,site_id,min_access_margin_db,backhaul_margin_db
XB01_M003_G00,E52_214ce9a3b3bd3fa9c582335a,9.466834534918547,15.138353346483314
XB01_M005_G00,E52_214ce9a3b3bd3fa9c582335a,0.3126060525719936,15.138353346483314
XB01_M009_G00,E52_214ce9a3b3bd3fa9c582335a,0.14955749359387482,15.138353346483314
XB01_M010_G00,E52_214ce9a3b3bd3fa9c582335a,9.466834534918547,15.138353346483314
XB01_M013_G00,E52_214ce9a3b3bd3fa9c582335a,0.14955749359387482,15.138353346483314
XB01_M012_G00,E52_82c821a5773d0bfbe554f10a,3.9055423871373875,11.397135806608844
XB01_M016_G00,E52_82c821a5773d0bfbe554f10a,7.03127482901877,11.397135806608844
XB01_M018_G00,E52_82c821a5773d0bfbe554f10a,5.523919136465679,11.397135806608844
XB01_M006_G00,E52_beb70ec57fd2d66bf65b827f,17.38358245881338,2.43785423226241
XB01_M011_G00,E52_beb70ec57fd2d66bf65b827f,1.6281698264162543,2.43785423226241
XB01_M014_G00,E52_beb70ec57fd2d66bf65b827f,12.986294405095663,2.43785423226241
XB01_M017_G00,E52_82c821a5773d0bfbe554f10a,3.9055423871373875,11.397135806608844
XB01_M019_G00,E52_82c821a5773d0bfbe554f10a,1.9898130596061634,11.397135806608844
XB01_M020_G00,E52_82c821a5773d0bfbe554f10a,11.24094673410805,11.397135806608844
XB01_M021_G00,E52_82c821a5773d0bfbe554f10a,8.076714934415634,11.397135806608844
XB01_M021_G01,E52_82c821a5773d0bfbe554f10a,8.226809702901718,11.397135806608844
XB01_M021_G02,E52_82c821a5773d0bfbe554f10a,5.523919136465679,11.397135806608844
XB01_M023_G00,E52_82c821a5773d0bfbe554f10a,8.076797966151958,11.397135806608844
XB01_M023_G01,E52_82c821a5773d0bfbe554f10a,8.226809702901718,11.397135806608844
XB01_M023_G02,E52_82c821a5773d0bfbe554f10a,8.07678216416717,11.397135806608844
XB01_M022_G00,E52_30110e5b3ae38ecfab28ace2,5.268987734543231,10.05954008012911
