atomic_task_id,site_id,min_access_margin_db,backhaul_margin_db
P01_G001_E52_A000,E52_82c821a5773d0bfbe554f10a,5.5551725010739545,11.397135806608844
P01_G002_E52_A000,E52_82c821a5773d0bfbe554f10a,7.028218636624786,11.397135806608844
P01_G004_E52_A000,E52_82c821a5773d0bfbe554f10a,0.6230836731091074,11.397135806608844
P01_G000_E52_A000,E52_beb70ec57fd2d66bf65b827f,1.6281698264162543,2.43785423226241
P01_G003_E52_A000,E52_beb70ec57fd2d66bf65b827f,17.300958501138936,2.43785423226241
P01_G005_E52_A000,E52_beb70ec57fd2d66bf65b827f,12.999969544391064,2.43785423226241
P01_G006_E52_A000,E52_b677873645e212a13901ede2,6.183223130709877,9.230718628911887
P01_G009_E52_A000,E52_b677873645e212a13901ede2,1.2512697614083237,9.230718628911887
P01_G010_E52_A000,E52_47db2d0d55c92154c779a4c9,6.061526749283374,16.45726286038159
P01_G011_E52_A000,E52_47db2d0d55c92154c779a4c9,0.8951419926504371,16.45726286038159
P01_G007_E52_A000,E52_82c821a5773d0bfbe554f10a,5.523919136465679,11.397135806608844
P01_G008_E52_A000,E52_82c821a5773d0bfbe554f10a,3.9055423871373875,11.397135806608844
P01_G012_E52_A000,E52_82c821a5773d0bfbe554f10a,8.085908309760796,11.397135806608844
P01_G013_E52_A000,E52_82c821a5773d0bfbe554f10a,8.226809702901718,11.397135806608844
P01_G014_E52_A000,E52_82c821a5773d0bfbe554f10a,8.06951719639747,11.397135806608844
P01_G015_E52_A000,E52_82c821a5773d0bfbe554f10a,0.6230836731091074,11.397135806608844
P01_G016_E52_A000,E52_82c821a5773d0bfbe554f10a,3.9055423871373875,11.397135806608844
P01_G017_E52_A000,E52_82c821a5773d0bfbe554f10a,7.028218636624786,11.397135806608844
P01_G024_E52_A000,E52_82c821a5773d0bfbe554f10a,7.028218636624729,11.397135806608844
P01_G018_E52_A000,E52_b677873645e212a13901ede2,1.2512697614083237,9.230718628911887
P01_G019_E52_A000,E52_eab18c460278cfbad2c20da0,8.401276263353054,7.760329046990023
P01_G020_E52_A000,E52_eab18c460278cfbad2c20da0,5.839199789598638,7.760329046990023
P01_G021_E52_A000,E52_eab18c460278cfbad2c20da0,8.449186896824372,7.760329046990023
P01_G022_E52_A000,E52_beb70ec57fd2d66bf65b827f,12.983342399442293,2.43785423226241
P01_G023_E52_A000,E52_beb70ec57fd2d66bf65b827f,1.6281698264162543,2.43785423226241
P01_G025_E52_A000,E52_44ed69e1d99dc074a7941a18,4.524182138291295,8.900383690419545
