atomic_task_id,site_id,min_access_margin_db,backhaul_margin_db
T03_M003_G00,E52_cdef0b479e00ae29ebd83132,7.932092754264744,10.01648148125875
T03_M004_G00,E52_cdef0b479e00ae29ebd83132,7.914652990064113,10.01648148125875
T03_M007_G00,E52_cdef0b479e00ae29ebd83132,4.640389078516122,10.01648148125875
T03_M010_G02,E52_cdef0b479e00ae29ebd83132,4.23840511893961,10.01648148125875
T03_M017_G00,E52_cdef0b479e00ae29ebd83132,0.4692401324579123,10.01648148125875
T03_M018_G00,E52_cdef0b479e00ae29ebd83132,8.13999814940189,10.01648148125875
T03_M023_G00,E52_cdef0b479e00ae29ebd83132,7.697786272509717,10.01648148125875
T03_M005_G00,E52_d6d1511afdebb88632549a71,3.3606450562612338,16.177909036830457
T03_M006_G00,E52_d6d1511afdebb88632549a71,3.3606450562612338,16.177909036830457
T03_M008_G00,E52_d6d1511afdebb88632549a71,3.908250289686805,16.177909036830457
T03_M008_G01,E52_d6d1511afdebb88632549a71,2.4694159507623397,16.177909036830457
T03_M008_G02,E52_d6d1511afdebb88632549a71,3.9080318478584957,16.177909036830457
T03_M009_G00,E52_d6d1511afdebb88632549a71,3.898422931808213,16.177909036830457
T03_M009_G01,E52_d6d1511afdebb88632549a71,2.4694159507623397,16.177909036830457
T03_M009_G02,E52_d6d1511afdebb88632549a71,3.8986640070504563,16.177909036830457
T03_M010_G00,E52_d6d1511afdebb88632549a71,3.908250289686805,16.177909036830457
T03_M010_G01,E52_d6d1511afdebb88632549a71,2.4694159507623397,16.177909036830457
T03_M014_G00,E52_d6d1511afdebb88632549a71,11.95681392735753,16.177909036830457
T03_M015_G00,E52_d6d1511afdebb88632549a71,11.95681392735753,16.177909036830457
T03_M016_G00,E52_d6d1511afdebb88632549a71,11.95681392735753,16.177909036830457
T03_M026_G00,E52_d6d1511afdebb88632549a71,5.148881955737139,16.177909036830457
T03_M027_G00,E52_d6d1511afdebb88632549a71,5.148881955737139,16.177909036830457
T03_M019_G00,E52_f4836ff0bfcbe7f74f580128,10.114867033149864,13.198394987858308
T03_M020_G00,E52_f4836ff0bfcbe7f74f580128,10.114867033149864,13.198394987858308
T03_M024_G00,E52_f4836ff0bfcbe7f74f580128,5.857186879240203,13.198394987858308
T03_M025_G00,E52_f4836ff0bfcbe7f74f580128,13.84134266108093,13.198394987858308
