box_id,sortie_id,service_id,delivery_time_s,expected_deadline_s,first_deadline_s,hard_deadline_s,hard_deadline_ok,normalized_delivery_time,tag
S012-WAT-01,M001,S012,1334.47141508791,3600.0,3600.0,3600.0,True,0.37068650419108606,P0003
S012-MED-01,M001,S012,1334.47141508791,7200.0,3600.0,3600.0,True,0.18534325209554303,P0003
S014-WAT-01,M002,S014,1279.47732859206,3600.0,3600.0,3600.0,True,0.35541036905335,P0003
S014-MED-01,M002,S014,1279.47732859206,7200.0,3600.0,3600.0,True,0.177705184526675,P0003
S002-WAT-01,M003,S002,1190.2869669609559,3600.0,3600.0,3600.0,True,0.33063526860026554,P0003
S002-MED-01,M003,S002,1190.2869669609559,3600.0,3600.0,3600.0,True,0.33063526860026554,P0003
S001-FOD-01,M003,S001,1741.005404559688,7200.0,,,True,0.24180630618884555,P0003
S007-WAT-01,M004,S007,1141.357661336819,3600.0,3600.0,3600.0,True,0.3170437948157831,P0003
S007-MED-01,M004,S007,1141.357661336819,3600.0,3600.0,3600.0,True,0.3170437948157831,P0003
S010-WAT-01,M005,S010,1104.9663658274644,3600.0,3600.0,3600.0,True,0.3069351016187401,P0003
S010-MED-01,M005,S010,1104.9663658274644,3600.0,3600.0,3600.0,True,0.3069351016187401,P0003
S013-WAT-01,M006,S013,1083.5889241658379,3600.0,3600.0,3600.0,True,0.30099692337939943,P0003
S013-MED-01,M006,S013,1083.5889241658379,3600.0,3600.0,3600.0,True,0.30099692337939943,P0003
S001-WAT-01,M007,S001,917.674094254912,3600.0,3600.0,3600.0,True,0.25490947062636443,P0003
S001-MED-01,M007,S001,917.674094254912,3600.0,3600.0,3600.0,True,0.25490947062636443,P0003
S001-MED-02,M007,S001,917.674094254912,3600.0,,3600.0,True,0.25490947062636443,P0003
S006-WAT-01,M008,S006,2091.5033115874194,3600.0,3600.0,3600.0,True,0.5809731421076165,P0003
S006-MED-01,M008,S006,2091.5033115874194,3600.0,3600.0,3600.0,True,0.5809731421076165,P0003
S003-WAT-01,M009,S003,3021.41152608711,7200.0,7200.0,7200.0,True,0.41964048973432083,P0003
S003-MED-01,M009,S003,3021.41152608711,7200.0,7200.0,7200.0,True,0.41964048973432083,P0003
S004-WAT-01,M010,S004,3304.9035044012207,7200.0,7200.0,7200.0,True,0.45901437561128067,P0003
S004-MED-01,M010,S004,3304.9035044012207,7200.0,7200.0,7200.0,True,0.45901437561128067,P0003
S002-FOD-01,M010,S002,3715.5536963688155,7200.0,,,True,0.5160491244956689,P0003
S008-WAT-01,M011,S008,3647.526254915203,7200.0,7200.0,7200.0,True,0.5066008687382226,P0003
S008-MED-01,M011,S008,3647.526254915203,7200.0,7200.0,7200.0,True,0.5066008687382226,P0003
S015-MED-01,M012,S015,5469.544955339997,7200.0,7200.0,7200.0,True,0.7596590215749995,P0003
S015-WAT-01,M012,S015,5469.544955339997,10800.0,10800.0,10800.0,True,0.5064393477166663,P0003
S005-WAT-01,M013,S005,2783.714190797325,10800.0,10800.0,10800.0,True,0.2577513139627153,P0003
S005-MED-01,M013,S005,2783.714190797325,10800.0,10800.0,10800.0,True,0.2577513139627153,P0003
S009-WAT-01,M014,S009,3443.6272225821604,10800.0,10800.0,10800.0,True,0.31885437246131115,P0003
S009-MED-01,M014,S009,3443.6272225821604,10800.0,10800.0,10800.0,True,0.31885437246131115,P0003
S011-WAT-01,M015,S011,3252.782351394975,10800.0,10800.0,10800.0,True,0.3011835510550903,P0003
S011-MED-01,M015,S011,3252.782351394975,10800.0,10800.0,10800.0,True,0.3011835510550903,P0003
S001-WAT-02,M016,S001,1116.2701959394824,3600.0,,,True,0.310075054427634,P0003
S001-WAT-03,M016,S001,1116.2701959394824,3600.0,,,True,0.310075054427634,P0003
S001-WAT-04,M016,S001,1116.2701959394824,3600.0,,,True,0.310075054427634,P0003
S001-WAT-05,M016,S001,1116.2701959394824,3600.0,,,True,0.310075054427634,P0003
S001-WAT-06,M016,S001,1116.2701959394824,3600.0,,,True,0.310075054427634,P0003
S002-WAT-03,M017,S002,3044.1164991720625,3600.0,,,True,0.8455879164366841,P0003
S002-FOD-02,M017,S002,3044.1164991720625,7200.0,,,True,0.42279395821834204,P0003
S002-WAT-04,M017,S002,3044.1164991720625,3600.0,,,True,0.8455879164366841,P0003
S001-WAT-07,M017,S001,2370.440587818447,3600.0,,,True,0.6584557188384575,P0003
S006-WAT-02,M018,S006,3046.7094201542936,3600.0,,,True,0.8463081722650816,P0003
S006-WAT-03,M018,S006,3046.7094201542936,3600.0,,,True,0.8463081722650816,P0003
S006-FOD-01,M018,S006,3046.7094201542936,7200.0,,,True,0.4231540861325408,P0003
S006-HYG-01,M018,S006,3046.7094201542936,10800.0,,,True,0.2821027240883605,P0003
S007-WAT-02,M019,S007,4644.591907042555,3600.0,,,True,1.290164418622932,P0003
S007-FOD-01,M019,S007,4644.591907042555,7200.0,,,True,0.645082209311466,P0003
S007-HYG-01,M019,S007,4644.591907042555,10800.0,,,True,0.430054806207644,P0003
S001-HYG-01,M019,S001,5370.312736528971,10800.0,,,True,0.4972511793082381,P0003
S001-WAT-08,M020,S001,4648.882704430899,3600.0,,,True,1.291356306786361,P0003
S001-FOD-02,M020,S001,4648.882704430899,7200.0,,,True,0.6456781533931805,P0003
S001-FOD-03,M020,S001,4648.882704430899,7200.0,,,True,0.6456781533931805,P0003
S003-WAT-02,M021,S003,6540.2984725389215,7200.0,,,True,0.9083747878526279,P0003
S003-WAT-03,M021,S003,6540.2984725389215,7200.0,,,True,0.9083747878526279,P0003
S003-WAT-04,M021,S003,6540.2984725389215,7200.0,,,True,0.9083747878526279,P0003
S003-FOD-02,M021,S003,6540.2984725389215,10800.0,,,True,0.605583191901752,P0003
S003-HYG-01,M021,S003,6540.2984725389215,14400.0,,,True,0.45418739392631396,P0003
S004-WAT-02,M022,S004,7067.713465765035,7200.0,,,True,0.9816268702451437,P0003
S004-WAT-03,M022,S004,7067.713465765035,7200.0,,,True,0.9816268702451437,P0003
S004-FOD-01,M022,S004,7067.713465765035,10800.0,,,True,0.6544179134967625,P0003
S002-WAT-02,M023,S002,4570.864412046678,3600.0,,,True,1.269684558901855,P0003
S008-WAT-02,M024,S008,8696.590087003548,7200.0,,,True,1.2078597343060482,P0003
S008-FOD-01,M024,S008,8696.590087003548,10800.0,,,True,0.8052398228706988,P0003
S008-HYG-01,M024,S008,8696.590087003548,14400.0,,,True,0.6039298671530241,P0003
S005-WAT-02,M025,S005,9026.506578159388,10800.0,,,True,0.8357876461258692,P0003
S005-WAT-03,M025,S005,9026.506578159388,10800.0,,,True,0.8357876461258692,P0003
S005-FOD-01,M025,S005,9026.506578159388,14400.0,,,True,0.6268407345944019,P0003
S005-HYG-01,M025,S005,9026.506578159388,18000.0,,,True,0.5014725876755215,P0003
S010-FOD-01,M026,S010,5283.4458597218945,7200.0,,,True,0.7338119249613743,P0003
S012-FOD-01,M027,S012,6962.1800506435475,7200.0,,,True,0.9669694514782705,P0003
