B0 type_load {'B': 11, 'C': 11, 'A': 10} sorties 32
CHECKPOINT P0001 COMMON_RAW_DATA_B0 0.748193352 {'J_late': 65501.00549024007, 'J_norm': 0.5125647900904743, 'makespan': 10570.82377657593, 'energy': 85.66393821918167, 'sorties': 32, 'source': 'P0001', 'global_optimum_proven': False}
SOLVED R0005 {'J_late': 0.0, 'J_norm': np.float64(0.47707963680988624), 'makespan': 6396.934739044012, 'energy': 67.3896197830287, 'sorties': 25, 'source': 'P0006', 'global_optimum_proven': False}
CHECKPOINT P0007 PATTERN_JOINT_MILP 62.48029055 {'J_late': 0.0, 'J_norm': np.float64(0.49148245937317864), 'makespan': 6893.4894208244805, 'energy': 66.19169301226313, 'sorties': 24, 'source': 'P0007', 'global_optimum_proven': False}
SOLVED R0006 {'J_late': 0.0, 'J_norm': np.float64(0.49148245937317864), 'makespan': 6893.4894208244805, 'energy': 66.19169301226313, 'sorties': 24, 'source': 'P0007', 'global_optimum_proven': False}
CHECKPOINT P0008 PATTERN_JOINT_MILP 69.089286117 {'J_late': 0.0, 'J_norm': np.float64(0.5768795849866535), 'makespan': 9018.939151253757, 'energy': 60.427271642314416, 'sorties': 20, 'source': 'P0008', 'global_optimum_proven': False}
SOLVED R0007 {'J_late': 0.0, 'J_norm': np.float64(0.5768795849866535), 'makespan': 9018.939151253757, 'energy': 60.427271642314416, 'sorties': 20, 'source': 'P0008', 'global_optimum_proven': False}
CHECKPOINT P0009 PATTERN_JOINT_MILP 92.371051703 {'J_late': np.float64(106814.73733179865), 'J_norm': np.float64(0.5537398039194754), 'makespan': 9352.865338845098, 'energy': 68.22231154478867, 'sorties': 25, 'source': 'P0009', 'global_optimum_proven': False}
SOLVED R0008 {'J_late': np.float64(106814.73733179865), 'J_norm': np.float64(0.5537398039194754), 'makespan': 9352.865338845098, 'energy': 68.22231154478867, 'sorties': 25, 'source': 'P0009', 'global_optimum_proven': False}
CHECKPOINT P0010 PATTERN_JOINT_MILP 102.132695957 {'J_late': 0.0, 'J_norm': np.float64(0.47707963680988624), 'makespan': 6396.934739044012, 'energy': 67.3896197830287, 'sorties': 25, 'source': 'P0010', 'global_optimum_proven': False}
SOLVED R0009 {'J_late': 0.0, 'J_norm': np.float64(0.47707963680988624), 'makespan': 6396.934739044012, 'energy': 67.3896197830287, 'sorties': 25, 'source': 'P0010', 'global_optimum_proven': False}
CHECKPOINT P0011 PATTERN_JOINT_MILP 106.44227911 {'J_late': 0.0, 'J_norm': np.float64(0.49148245937317864), 'makespan': 6893.4894208244805, 'energy': 66.19169301226313, 'sorties': 24, 'source': 'P0011', 'global_optimum_proven': False}
SOLVED R0010 {'J_late': 0.0, 'J_norm': np.float64(0.49148245937317864), 'makespan': 6893.4894208244805, 'energy': 66.19169301226313, 'sorties': 24, 'source': 'P0011', 'global_optimum_proven': False}
CHECKPOINT P0012 PATTERN_JOINT_MILP 112.812028971 {'J_late': 0.0, 'J_norm': np.float64(0.5768795849866535), 'makespan': 9018.939151253757, 'energy': 60.427271642314416, 'sorties': 20, 'source': 'P0012', 'global_optimum_proven': False}
SOLVED R0011 {'J_late': 0.0, 'J_norm': np.float64(0.5768795849866535), 'makespan': 9018.939151253757, 'energy': 60.427271642314416, 'sorties': 20, 'source': 'P0012', 'global_optimum_proven': False}
CHECKPOINT P0013 PATTERN_JOINT_MILP 134.772238693 {'J_late': np.float64(106814.73733179865), 'J_norm': np.float64(0.5537398039194754), 'makespan': 9352.865338845098, 'energy': 68.22231154478867, 'sorties': 25, 'source': 'P0013', 'global_optimum_proven': False}
SOLVED R0012 {'J_late': np.float64(106814.73733179865), 'J_norm': np.float64(0.5537398039194754), 'makespan': 9352.865338845098, 'energy': 68.22231154478867, 'sorties': 25, 'source': 'P0013', 'global_optimum_proven': False}
CHECKPOINT P0014 PATTERN_JOINT_MILP 144.593410393 {'J_late': 0.0, 'J_norm': np.float64(0.47707963680988624), 'makespan': 6396.934739044012, 'energy': 67.3896197830287, 'sorties': 25, 'source': 'P0014', 'global_optimum_proven': False}
SOLVED R0013 {'J_late': 0.0, 'J_norm': np.float64(0.47707963680988624), 'makespan': 6396.934739044012, 'energy': 67.3896197830287, 'sorties': 25, 'source': 'P0014', 'global_optimum_proven': False}
CHECKPOINT P0015 PATTERN_JOINT_MILP 148.866037392 {'J_late': 0.0, 'J_norm': np.float64(0.49148245937317864), 'makespan': 6893.4894208244805, 'energy': 66.19169301226313, 'sorties': 24, 'source': 'P0015', 'global_optimum_proven': False}
SOLVED R0014 {'J_late': 0.0, 'J_norm': np.float64(0.49148245937317864), 'makespan': 6893.4894208244805, 'energy': 66.19169301226313, 'sorties': 24, 'source': 'P0015', 'global_optimum_proven': False}
